title,genres,keywords
The Midnight Man,Horror,dementia urban legend fear demon candle death match grandmother exuberant
The Nines,Drama Fantasy Mystery Thriller,new york city prostitute dream based on novel or book arrest god arson neighbor drugs theology noise
Jenny's Wedding,Comedy Drama,woman director
A Civil Action,Drama,right and justice advancement success leukemia lawyer business start-up legal drama
Ong Bak 3,Action Adventure History,martial arts alternate history duringcreditsstinger
Cadillac Records,Drama History Music,chicago illinois musical woman director
Aloha Scooby-Doo!,Mystery Family Animation Adventure Comedy,hawaii criminal investigation
Kung Fu Jungle,Action Thriller Crime,martial arts kung fu serial killer
Cuties,Drama,dancing friendship femininity woman director child
The Exception,War Drama,based on novel or book nazi world war i resistance spy investigation love holland
Zardoz,Fantasy Action Thriller Science Fiction,future immortality dystopia murder savage
Phoenix,Drama,berlin germany based on novel or book auschwitz-birkenau concentration camp singing disfigured face concentration camp survivor neo-noir face bandage
How the West Was Won,Western,epic river settler native american caravan outlaw frontier colonisation family riverboat
Au Hasard Balthazar,Drama,suicide rape misery donkey gang leader youth gang cruelty burden beast of burden transcendence purity pride french countryside animal cruelty riding a donkey abusive boyfriend peasants
Queen of Katwe,Drama,chess based on novel or book sports biography based on true story woman director life in the slums based on magazine newspaper or article
Angel Eyes,Drama Romance Thriller,car crash police officer
Mortal Kombat Legends: Battle of the Realms,Animation Action Fantasy,chosen one based on video game martial arts tournament adult animation extreme blood
Universal Soldier: Day of Reckoning,Action Science Fiction Thriller,combat
Kodachrome,Drama Comedy,camera road trip
The Stuff,Horror Science Fiction Comedy,fbi cult addiction spoof sensation zombie explosion scientist advertising desert agent discovery goo miners
"Good Luck Charlie, It's Christmas!",TV Movie Comedy Family,road trip woman director christmas
Cure,Crime Thriller Horror Mystery,hotel prostitute amnesia based on novel or book investigation hallucination interview murder serial killer tokyo japan interrogation stranger hypnotism psychosis record player mental hospital neo-noir personality disorder
Batman: Death in the Family,Animation Action,superhero interactive
Adam,Drama Romance,autism children's book asperger's syndrome electrical engineer
Strays,Comedy Adventure,talking dog magic mushroom crude humor male masturbation duringcreditsstinger animal liberation self-liberation abandonment abandoned puppy toxic relationship talking animal
Stranger by the Lake,Drama Thriller,lake drowning detective cruising investigation love murder loneliness male homosexuality ejaculation skinny dipping summer swimming mustache sexual desire stranger lgbt exhibitionism casual sex companionship sunbathing gay theme
Housesitter,Comedy Romance,lie architect fake identity family
Back to School,Comedy,college tutor whirlpool clothing store bribe clothing store owner back to school father and son
Captivity,Crime Horror Thriller,escape kidnapping sadistic serial killer torture model held captive drugged capture sadistic torture
Love & Basketball,Comedy Drama Romance,high school sports lovers basketball affection high school sports relationship woman director
Stir Crazy,Comedy,mistaken identity prison escape fish out of water wrongful imprisonment buddy
Poor but Rich,Comedy,remake
The Mother of Tears,Horror,witch sacrifice rome italy coffin cult urn paranormal torture body mutilation
Rememory,Science Fiction Drama Mystery,widow professor driving under the influence survivor memories
The Sacrament,Horror Thriller,journalist poison lethal injection interview cult based on true story brainwashing massacre cult leader found footage
Naruto Shippuden the Movie: The Will of Fire,Action Adventure Comedy Drama Fantasy Animation,ninja fighter anime
Spinning Man,Mystery Thriller Crime,california lake husband wife relationship police philosophy cheerleader suspicion teenage girl lawyer fear summer vacation interrogation high school student missing person homicide detective family man perception college student absent minded doubts college professor kayaking linguistics slow burn married with children
Bring It On Again,Comedy,high school sports competition cheerleader adversary cheerleading cheering crowd
Baise-moi,Crime Drama Romance Thriller,rape nihilism sadism women's sexual identity feminism revenge murder woman director depravity new french extremism
Unknown Origins,Drama Thriller,based on novel or book madrid spain nerd serial killer comic book shop comic book collector co-workers relationship cosplay masked superhero father son relationship traumatized man
Lifeboat,War Drama,sea journalist submarine boat world war ii black and white lifeboat steward radio operator
The French Kissers,Comedy,coming of age junior high school teenage protagonist
The Ruthless,Crime Drama,husband wife relationship gun drug trafficking drugs criminal drug lord calabria italy 1980s 1960s 1990s drug 2000s milan italy italian mafia
Omicidio all'italiana,Comedy,city country contrast gross out media satire absurdist humor
La Abuela (The Grandmother),Drama Horror,paris france madrid spain family secrets old woman grandmother granddaughter relationship fashion model
Natale in crociera,Comedy,cruise ship cinepanettone
Desperately Seeking Susan,Drama Comedy Crime,amnesia lonely hearts ad woman director
Rampage,Action Crime Thriller,sheriff bomb psychopath firearm rampage massacre bank robbery killing spree body armor brutal violence
Soul Plane,Romance Comedy,hip-hop airplane chaos stewardess black people nightclub champagne lawsuit crude humor airport security flight attendant
Ma che bella sorpresa,Comedy,love
Sophie Scholl: The Final Days,Drama History,death penalty nazi resistance munich germany biography white rose flyer guillotine gestapo anti-nazi resistance nazism 1940s
Cedar Rapids,Comedy,hotel infidelity friendship insurance salesman iowa one-night stand swimming pool drinking naive duringcreditsstinger
Desert Flower,Drama,based on novel or book africa wilderness supermodel somalia based on true story vagabond united nations woman director
On the Line,Thriller,radio station psychological thriller criminal radio host
Miracle in Cell No. 7,Drama Comedy,parent child relationship prison cell wrongful imprisonment mentally challenged
StreetDance 3D,Music Romance Drama,ballet dancer street dance woman director dance group
The Sunset Limited,Drama TV Movie,two-hander
Baggio: The Divine Ponytail,Drama,sports biography football (soccer) football (soccer) player
Welcome to the Dollhouse,Comedy Drama,sibling relationship new jersey parent child relationship mockery ugliness dark comedy bullying coming of age misfit little girl suburb junior high school school life
The Tale,Drama Mystery,investigation based on true story memory childhood sexual abuse woman director survive
The Odyssey,Adventure Drama,based on novel or book biography environmental activist unfaithful husband singing around campfire frenchman abroad singing on a boat
The Cheetah Girls 2,Family Comedy Drama Music TV Movie,spain based on novel or book music festival sequel summer vacation girl group based on young adult novel
Knife in the Water,Drama Thriller,sailing trip sailing knife hitchhiker
Dark Crimes,Drama Thriller,sexual abuse businessman kraków poland writer clue murder investigation controversial artist similar crime
Love Exposure,Action Comedy Drama Romance,transvestite underwear cult love tough girl japanese girl hero
Fairy Tail: Dragon Cry,Action Adventure Comedy Fantasy Animation,fairy tale shounen anime
The Beat That My Heart Skipped,Music Drama Crime,estate agent concert paris france parent child relationship loss of loved one classical music chinese woman piano lessons squatter pianist life changing piano new life life and career
The Queen's Corgi,Family Animation,london england self-discovery palace dog fighting dog united kingdom queen of england journey pets corgi
Orgazmo,Comedy,martial arts pornography fight superhero porn actor parody wedding filmmaking mormon psychotronic woman director sidekick henchmen independent film
Anima,Music,music video one-reeler
The Curse of Bridge Hollow,Adventure Comedy Horror Family,halloween cursed town mola ott
The Kid with a Bike,Drama,robbery assault riding a bicycle redemption orphan bike stolen bicycle pardon denial criminal gang deadbeat dad acceptance new life period  of adjustment foster mom
Hope Floats,Romance Drama Comedy,high school funeral despair texas telegram leaving one's family loss judgment dog pond hometown
UFO,Science Fiction Action Thriller,airport professor fbi mathematics ufo ufo sighting
Now and Then,Comedy Drama Romance,1970s female friendship coming of age gynecologist photocopier truth or dare woman director
The Ultimate Gift,Romance Drama Family,grandparent grandchild relationship leukemia wealth inheritance single mother inheritance fight inheritance challenge dead grandfather mother daughter relationship
Saving Grace,Crime Comedy,drug dealer police widow greenhouse cornwall england marijuana drugs hoodlum
Elvis & Nixon,Drama Comedy History,usa president the white house 1970s richard nixon singer photograph woman director
Welcome to the Jungle,Comedy,rescue animal attack survival camp ex-marine tropical island team building
A Very Murray Christmas,Comedy Music TV Movie,holiday woman director christmas
Life Is a Long Quiet River,Comedy,class differences twins twins separated at birth switched at birth woman director
High Lane,Action Thriller Horror,stalking mountain climbing elimination derby blockage
The Canal,Horror Mystery Thriller,husband wife relationship cheating pregnancy supernatural christmas haunted
The Man Who Killed Hitler and Then the Bigfoot,Drama Adventure Fantasy,canada war veteran world war ii mythical creature alternate history bigfoot hunter adolf hitler aging hero patient zero
24 Hour Party People,Comedy Drama Music,northern england based on novel or book 1970s nightclub clubbing celebration manchester music
Mystery Train,Comedy,hotel room memphis tennessee cheap hotel intertwined lives episodic movie
Speak No Evil,Drama Horror Thriller,friendship husband wife relationship countryside denmark italy manipulation restaurant netherlands babysitter family vacation
Retribution,Thriller Drama,car bomb money phone retribution police siege
Suck Me Shakespeer 3,Comedy,germany teacher school
"Oh, Ramona!",Comedy Romance,adolescence coming of age
Love Is in the Air,Comedy Romance,romance
Maudie,Drama Romance,canada nova scotia canada romance art disability woman director
My Son,Thriller Crime Drama,ireland missing child police investigation divorced parents boys camp
Scooby-Doo! and the Loch Ness Monster,Family Adventure Animation Comedy Fantasy Mystery,talking dog curse loch ness monster loch ness mystery highland gaming stolen van scottish hotel
Ask Me Anything,Drama,based on novel or book college blog teenage sexuality dark secret
Kajillionaire,Crime Drama Comedy,dysfunctional family con artist scam los angeles california lgbt woman director emotionally distant fear of intimacy
The Simpsons in Plusaversary,Animation Comedy Fantasy,beer adult animation short film
Outrage,Action Crime Drama,tattoo yakuza restaurant hand grenade roulette wheel hanging chopsticks power politics racist comment crime family cynical gang member
Neon Genesis Evangelion: Death and Rebirth,Drama Science Fiction Animation,surrealism mecha giant robot piloted robot anime based on tv series
Angels in the Outfield,Comedy Family Fantasy,angel baseball remake
Attack on Titan: Crimson Bow and Arrow,Animation Action Adventure Fantasy,dystopia based on manga giant edited from tv series anime
The Last Circus,Adventure Comedy Drama Horror Thriller,dancer militia narcissism dark comedy clown revenge mad revenge motive clown shoes manipulative lover dream sequence circus performer
Middle School: The Worst Years of My Life,Family Comedy,school middle school based on children's book expelled from school live action and animation child protagonist
Stitches,Horror,dark comedy slapstick comedy teen angst slaughter supernatural creature killer clown revenge killing
The Way of the Gun,Action Crime Drama Thriller,hotel gunslinger mexico ransom kidnapping gangster mexican standoff sperm bank rags to riches surrogate mother money gunfight drifter criminal desert millionaire neo-western
Divorce Italian Style,Comedy,italy sicily italy divorce
The Bubble,Comedy,hotel quarantine drug use film in film aftercreditsstinger covid-19
Leaves of Grass,Comedy Crime Thriller,sibling relationship restart mentor road trip twin brother hospital
Don't Tell Mom the Babysitter's Dead,Comedy Family,babysitter mom on holiday children home alone
The Apparition,Horror Thriller,experiment supernatural haunting paranormal disappearance fear ghost
Laws of Attraction,Comedy Romance,court case rock star rivalry falling in love ireland divorce lawyer
Silent Night,Comedy Science Fiction Horror,suicide holiday christmas party pill family dinner end of the world apocalypse christmas horror holiday season christmas contemplating suicide
Madame Bovary,Drama,based on novel or book period drama social status extramarital affair woman director 19th century
Little Giants,Comedy Family,sports american football coach kids’ sports team
Impostor,Action Science Fiction Thriller,future android cyborg spy nanotechnology alien psychological thriller impostor scientist alien invasion based on short story manhunt outer space
Downton Abbey: A New Era,Drama Romance,villa country house southern france testament travel britain period drama based on tv series
Real Genius,Comedy Romance Science Fiction,genius laser boy genius ego teen comedy usaf computer cracker woman director
The Decline,Thriller,canada winter quebec
Husbands and Wives,Comedy Drama Romance,frigidity marriage separation teacher student relationship fake documentary
Mother's Day,Thriller Crime Horror,hostage sadistic gore vomit car crash evil mother remake torture photograph home invasion
Domestic Disturbance,Thriller Crime Mystery,menace threat of death stepfather murder stepson witness to murder divorce ex-wife protective father divorced father dark secret boat builder
The Brave Little Toaster,Fantasy Adventure Animation Family Music,alarm clock musical coming of age growing up toaster pawnshop vacuum cleaner journey personification inanimate objects come to life spare part lamp independent film junkyard blanket
In the Cut,Drama Mystery Thriller,eroticism woman director erotic thriller
In the Electric Mist,Thriller Drama Crime Mystery,detective inspector bayou series of murders confederate soldier
G.B.F.,Comedy Drama,coming out high school friends best friend mormon lgbt lgbt teen
The Eye,Horror,blindness and impaired vision eye operation loss of eyesight transplantation afterlife violinist remake blind girl corneal transplant
Taxi,Comedy Drama Documentary,taxi taxi driver passenger teheran (tehran) iran mockumentary poverty iran fake documentary subjective camera found footage censorship metaphor sharia law pseudo-documentary
Iron Mask,Action Adventure Family Fantasy,sequel
The Clan,Drama History Crime,ransom kidnapping buenos aires argentina argentina military dictatorship dictatorship aftermath
Big Nothing,Action Comedy Crime Thriller,blackmail call center pedophile priest oregon usa priest unemployment
Captain America,Action Adventure Science Fiction War,martial arts captain washington dc usa superhero wretch comic book based on comic terrorism super villain
The Messenger,Drama Romance,bereavement wounded soldier iraq war casualty of war war widow
1BR,Thriller Drama Horror,cat cult murder brainwashing los angeles california torture apartment building estranged father father daughter relationship
Kung Fu Panda: Secrets of the Furious Five,Animation Family Action,martial arts kung fu panda anthropomorphism fighting animal warrior short film
The Tall Blond Man with One Black Shoe,Comedy Mystery,undercover espionage intelligence decoy mistaken identity violinist dress misunderstanding extramarital affair secret service professional jealousy
Passion,Thriller Drama Crime Mystery,dream boss blackmail talent seduction rivalry remake murder advertising humiliation drunk erotic movie agency
The Mortuary Collection,Fantasy Horror,small town mortuary mortician horror anthology
Tell It to the Bees,Romance Drama,based on novel or book scotland lesbian relationship working class lgbt woman director 1950s failed marriage beekeeper lesbian
Mirrors 2,Horror Mystery Fantasy,death
Holy Man,Drama Comedy,salesclerk tv ratings guru television producer religion
Balloon,Drama History Thriller,berlin wall german democratic republic stasi border patrol german-german border hot air balloon based on true story escape from german democratic republic  east germany escape plan
Scooby-Doo! and the Witch's Ghost,Animation Comedy Mystery Family Fantasy,witch criminal investigation
The Escort,Drama Comedy Romance,journalist prostitute parent child relationship call girl escort service magazine writer prostitution escort escort girl hooker
The Last Man on Earth,Horror Science Fiction,vampire cigarette end of the world zombie black and white corpse disease dead man watching tv antidote blood transfusion blindness graveyard last man on earth steak destroying a car secret burial mortal wound new car short wave radio post-apocalyptic
Arthur,Comedy Drama Romance,new york city waitress butler theft comic drunk
Victor/Victoria,Comedy Music Romance,paris france cabaret remake cross dresser soprano 1930s lgbt interest
Hairspray,Comedy Drama Romance,bomb baltimore usa racial segregation integration interracial relationship hair detention girls' reformatory dual role woman played by man intercultural relationship interracial friendship drag modeling dodgeball special education 1960s terrorist threat dance show
Nocturne,Horror Mystery Thriller Music,suicide pianist fraternal twins classical musician
I Could Never Be Your Woman,Comedy Drama Romance,assistant sarcasm diva teen angst falling in love single mother divorcee tv show in film first love older woman younger man relationship ex-husband ex-wife relationship woman director pre-teen mother nature professional woman tv actor tv show actor funny tv show writer physical attraction tv producer
The Legacy of the Bones,Thriller Crime,serial killer
Adventures in Babysitting,TV Movie Comedy Family,babysitter remake
Honey 2,Music Comedy Drama,dance competition sequel bronx new york city dance crew
Hamlet,Drama History,loss of loved one prince uncle based on play or musical revenge murder spirit
Acts of Violence,Action Crime Thriller,post-traumatic stress disorder (ptsd) police kidnapping cleveland human trafficking stripper murder abduction
Evil Under the Sun,Thriller Crime Mystery Drama,island based on novel or book detective greece murder murder mystery holiday resort
The Perfect Host,Comedy Thriller Crime,robbery murder neighbor criminal home video drugged dinner party intercom
Their Finest,Romance War Drama,based on novel or book world war ii filmmaking war propaganda woman director london blitz 1940s
King of Thieves,Crime Drama,london england based on true story burglary diamond heist one last job elderly man based on magazine newspaper or article
Shattered Glass,Drama History,journalism
In a Better World,Drama,friendship africa refugee camp knife bullying sudan bully hospital divorce woman director homemade explosive father son relationship
Oliver!,Drama Family Music,london england based on novel or book pickpocket orphanage musical based on play or musical victorian england orphan dog 19th century
The Electrical Life of Louis Wain,Drama History Comedy,inventor 19th century
Dragon Ball: Yo! Son Goku and His Friends Return!!,Animation Action Adventure Science Fiction,special anime 龙珠 long lost sibling
Moschettieri del Re - La penultima missione,Adventure Comedy,musketeer
Spanish Affair 2,Comedy Romance,procession basque country spain catalonia spain secession national pride seville spain holy week topics spanish holidays
"Yesterday, Today and Tomorrow",Drama Comedy Romance,prostitute rome italy sexuality naples italy anthology sexual freedom pregnant woman stockings sexually empowered woman pregnant wife sex comedy sexually aggressive woman nylons milan italy sexy lingerie
The Seeker: The Dark Is Rising,Adventure Drama Fantasy Family Thriller,based on novel or book fight immortality dynasty chosen one earth bad power based on young adult novel
L'Atalante,Romance Drama Comedy,depression marriage surrealism underwater barge marital problem
New Gods: Nezha Reborn,Animation Action Fantasy,based on novel or book reincarnation dragon xianxia feng shen yanyi nezha character nezha
The Captain,War Drama History,prisoner desertion nazi officer impersonator black and white army captain third reich (iii reich 1933-45) 1940s
Dug's Special Mission,Animation Comedy Family,mission birthday giant bird dog short film
Unknown,Thriller Mystery Adventure Crime,factory amnesia police ransom kidnapping past survival toxic photographic memory
Redline,Animation Action Science Fiction,fight mafia tournament crying creature daredevil race adult animation anime
Superfast!,Comedy Action,car race parody spoof
A Princess for Christmas,Comedy Family TV Movie Romance,holiday servant butler prince castle royalty ballroom dancing maid christmas
Satanic,Horror Mystery Thriller,ritual hell satanism demonic possession satanic cult
Cyrus,Comedy Drama Romance,mumblecore
Resort to Love,Romance Comedy,paradise love singer wedding
7 Days in Entebbe,Thriller Drama Crime,israel 1970s rescue mission uganda based on true story airplane hijacking terrorism israeli defense force terrorist group operation entebbe
For Love of the Game,Drama Romance,based on novel or book sports legend baseball training single mother teenage daughter baseball player baseball pitcher long distance relationship baseball stadium sports injury baseball game baseball team
I Confess,Drama Thriller Crime,police confession blackmail suspicion of murder quebec flashback film noir murder caretaker priest lawyer church housekeeper catholic gardener married woman murder investigation blackmailer murder trial crisis of conscience innocent suspect rectory seal of confessional
The Man with Two Brains,Comedy Romance Science Fiction,just married marriage contract wedding brain surgeon
Monsieur Verdoux,Comedy Crime Drama,marriage dark comedy villain polygamy great depression based on true story film noir black and white stock market crash cold blooded killer anti-capitalism 1930s
Wakefield,Drama,nervous breakdown attic woman director
American Ninja,Action,daughter sword rebel wilderness ninja soldier gaijin
How to Build a Better Boy,Family Science Fiction TV Movie,high school robot teen comedy fake boyfriend robot boy
Facing the Giants,Drama,underdog sports faith american football american football coach coach american football team aftercreditsstinger christian high school football
Battlestar Galactica: The Plan,Science Fiction Action Drama,fighter pilot body double human heart based on tv series
After the Wedding,Drama,daughter copenhagen denmark marriage crisis orphanage wealth wedding india family woman director fear of dying
Maniac,Horror,mannequin sadism shotgun murder of prostitute gore grindhouse murder park scalping model rage killer
The Limey,Crime Drama Mystery,prison daughter release from prison investigation suitcase record producer loss revenge stakeout ex-con warehouse hired killer narcotics motel room neo-noir 1960s
Sniper,Action Drama Thriller,sniper panama fistfight waterfall marine jungle sniper rifle dog tag marksman surrounded military uniform surrender
Justin Bieber: Never Say Never,Music Documentary Family,canada manager prayer pop singer music competition tour bus teenage boy pop music concert film aftercreditsstinger duringcreditsstinger music documentary teenybopper
God's Not Dead 2,Drama,high school faith prayer christianity pastor protest lawsuit teacher religion school evangelical christianity courtroom courtroom drama religious persecution legal drama christian film christian religious freedom independent film
Shocker,Horror Thriller,psychopath sadistic detective blackout gore murder capital punishment slasher maniac rage killer evil madman insane
One Missed Call,Horror Mystery,mass murder restaurant victim knife friends clinic spirit series of murders death phone call murder hunt remade
Setup,Action Crime Drama Thriller,heist betrayal
Home Alone: The Holiday Heist,Comedy Family TV Movie,christmas
Pokémon 4Ever,Adventure Fantasy Animation Science Fiction Family,hunter time travel forest sequel anime forest spirit
The Nutty Professor,Comedy Romance Science Fiction,professor chemistry teacher love potion playing piano
Immortal,Drama Action Science Fiction,skeleton bed white woman
Troll 2,Horror Fantasy,witch small town monster dance performance poison seduction hallucination cult vacation delirium sandwich fasting séance recreational vehicle family values farming community goblin family exchange vegetarianism hospitality cassette tape odd religious customs community spirit healthy food herbal remedies popcorn dating woes dead grandfather power of goodness supernatural phenomena
Crossroads,Drama Music Mystery Romance,harmonica blues guitar duel
Tremors 5: Bloodlines,Action Adventure Comedy Horror Science Fiction,monster africa sequel creature graboids giant worm
Wonderstruck,Drama,based on novel or book silent film
Fun Is Beautiful,Comedy,italy
Stuck Together,Comedy,apartment building lockdown pandemic covid-19 neighbors
Rurouni Kenshin: The Beginning,Action Adventure Drama Romance,japan samurai based on manga samurai sword shinsengumi
Beyond Borders,Drama Romance Adventure War,london england cia cambodia love of one's life landmine ethiopia chechnya foreign aid
Village of the Damned,Horror Science Fiction,suicide based on novel or book england parent child relationship pregnancy village youngster parish car crash mind reading black and white explosion military evil child forced suicide
Once Upon a Time in China,Action Drama,martial arts kung fu hero china colonisation 19th century qing dynasty
Ravenous,Horror Drama Science Fiction,canada quebec forest zombie infected zumbis
Barb Wire,Science Fiction Action,bounty hunter civil war based on comic obesity b movie scientist bar electrical torture pretending to be a prostitute pressure washer 2010s female bounty hunter hilarious dystopian future
A Man for All Seasons,Drama History,death penalty england pope beheading protestant church oath based on play or musical tudor henry viii british monarchy
We're Back! A Dinosaur's Story,Animation Science Fiction Family,prehistory prehistoric creature dinosaur
Stolen Kisses,Comedy Drama Romance,hotel hotel room adultery individual secret love army lovesickness paris france parent child relationship students' movement balzac shyness montmartre detective job-hopping night watchman repair brothel amateur detective extramarital affair eiffel tower paris may 68
Prom Night,Horror Mystery Thriller,high school dancing dance revenge murder prom serial killer slasher killer disco psycho red herring
Cheap Thrills,Comedy Crime Drama,cocaine dark comedy challenge vomit birthday party strip club money murder mechanic extramarital affair dead dog money problems human excrement defecating eating one's finger bar
The Nut Job 2: Nutty by Nature,Animation Family Adventure Comedy,squirrel anthropomorphism animal nut
Just Another Christmas,Comedy Family Drama,rio de janeiro christmas time jump
My Life in Ruins,Comedy Romance,beach greece tour bus tour guide viagra hospital
Peaceful Warrior,Drama,gymnastics
Mummies,Animation Comedy Family Adventure Fantasy,egypt london england museum mummy chariot race musical wedding ring archaeologist ancient egypt aftercreditsstinger journey present day
"Oslo, August 31st",Drama,based on novel or book job interview recovering addict old friends suicide thoughts oslo norway
The Big Hit,Action Adventure Comedy Thriller,dark comedy bungee-jump video store kosher stealing a car night vision goggles suitcase full of money
College Road Trip,Comedy Family Action Adventure,road trip
The Little Devil,Comedy Fantasy Romance,rome italy exorcism priest devil
Smiley,Horror,stalker stalking slasher negative egotistical disgusted disrespectful
No Escape,Action Drama Science Fiction Thriller,prison future island showdown prisoner based on novel or book escape chase psychopath dystopia prison guard survival jungle ex soldier
Gabriel,Fantasy Horror Action Science Fiction,archangel gabriel hell heaven matter of life and death religion
Two Distant Strangers,Drama,police brutality cop time loop black lives matter
French Connection II,Action Crime Drama Thriller,france heroin detective marseille france drug addiction investigation cold turkey policeman illegal drugs
Knights of Badassdom,Adventure Fantasy Horror Comedy,magic sword supernatural gore sword fight swordsman murder role playing break-up drugs devil succubus renaissance fair larp
Restless,Drama Romance,funeral sadness kamikaze romance teen movie death of parent
Irresistible,Comedy Drama,small town election campaign mayor political satire usa politics rural life
Hunting & Gathering,Romance Drama,paris france grandparent grandchild relationship cleaning lady roommate fractured leg designer charity kiss lovers flu
Miami Supercops,Action Comedy,miami florida police fight fbi bank robbery
Burn Out,Action Thriller,based on novel or book gypsy drug trafficking mobster suburb motorcycle amphetamine high speed motorway super-bike rider
The Magnificent Ambersons,Drama Romance History,small town marriage proposal jealousy love of one's life marriage crisis only child
Paulette,Crime Comedy,drug dealer street gang ghetto marijuana old woman
The Driver,Crime Thriller Action,robbery card game casino gambling detective anti hero witness heist bag of money los angeles california criminal getaway driver set up neo-noir train station bar
The Catholic School,Drama,rape based on novel or book rape and murder
The Red Violin,Drama Thriller Mystery Music Romance,violin auction
Varsity Blues,Comedy Drama Romance,small town sports american football texas cheerleader high school sports the big game
So I Married an Axe Murderer,Comedy Crime Romance,scotland butcher sister murder axe murder
Wer,Horror Mystery Thriller,moon france investigation lawyer werewolf found footage medical examination porphyria
Ring 2,Horror Mystery Science Fiction,asylum sequel curse videotape female corpse
Marcel the Shell with Shoes On,Animation Comedy Drama Family,mockumentary stop motion family shell children's story child stop frame based on short film
Help! I'm a Fish,Adventure Animation Comedy Family,fish parent child relationship ocean transformation house musical mad scientist underwater family anime magic potion
My Brother Is an Only Child,Comedy Drama History,sibling relationship based on novel or book in love with enemy 1970s fascism romantic rivalry coming of age working class brother against brother communism years of lead dramedy 1960s anni di piombo late coming of age left politics
Finding ʻOhana,Adventure Action Comedy Family,hawaii native hawaiian
Monster Pets: A Hotel Transylvania Short,Animation Comedy Fantasy,monster pet dog animal pets dracula short film
Mr. Holland's Opus,Drama Music Family,high school husband wife relationship composer music teacher mentor deaf-mute portland oregon apprentice marching band teacher student relationship high school teacher disabled teaching sign languages father son relationship
The Best of Enemies,Drama History,based on novel or book ku klux klan 1970s north carolina based on true story racism interracial friendship segregation
Addicted to Love,Comedy Romance,new york city jealousy love revenge astronomer break-up
Revenge of the Pink Panther,Comedy Crime Mystery,inspector
The Sleepover,Family Action,rescue
Little Buddha,Drama History,buddhist tibet reincarnation buddha siddhartha enlightenment lgbt interest
Down to Earth,Fantasy Comedy Science Fiction Romance,romantic comedy
Critters 2,Comedy Horror Science Fiction,spacecraft small town bounty hunter hamburger kansas usa alien easter easter bunny reporter creature explosion alien invasion dog shape shifter pitchfork newspaper reporter easter egg hunt
Temple Grandin,Drama History,boston massachusetts veterinarian autism biography new hampshire slaughterhouse university livestock
Kickboxer: Vengeance,Action Drama,martial arts kickboxing martial arts tournament reboot thai boxing
Them!,Science Fiction Horror,army monster atomic bomb mutation radiation fbi new mexico giant monster ant martial law giant insect black and white desert psychiatric ward ant's nest general store entomologist giant ants animal horror storm drain scientist heroine southwest desert state police officer drunk ward formic acid traumatized child mysterious footprint cyanide grenade atomic mutation ant eggs
Stardust Memories,Comedy Drama Romance,movie business violinist filmmaking existential crisis
Mamma Roma,Drama,friendship prostitute rome italy parent child relationship pimp thief wedding church single mother lgbt iconography neorealism
Bad Ass,Action Drama,vietnam veteran hero society based on true story friends los angeles california muder
Inherit the Wind,Drama,politician based on true story trial teacher lawyer courtroom evolution rhetoric scopes monkey trial judiciary courtroom drama
The Princess Switch 3: Romancing the Star,Romance Comedy,holiday royal family sequel look-alike christmas
Patema Inverted,Animation Adventure Drama Fantasy Science Fiction,underground world dystopia surrealism school missing parent xenophobia intercultural relationship gravity authoritarian regime
Highlander: Endgame,Action Fantasy,new york city martial arts immortality loss of loved one antiquary loss of powers sword fight fictional war dark fantasy warrior action hero sword and sorcery supernatural power good versus evil
Spree,Thriller Horror Comedy,killing spree found footage social media ride-share dashcam social media influencer
Tremors: A Cold Day in Hell,Action Adventure Science Fiction,monster sequel creature graboids giant worm power wagon
Blessed Madness,Comedy Family,italian italy love italian family
Barbie and the Secret Door,Animation Family,musical based on toy
Doom: Annihilation,Action Science Fiction Horror,planet mars hell space demon based on video game reboot antagonistic disheartening disrespectful
My Darling Clementine,Western Romance Drama,gunslinger saloon marshal arizona rifle wyatt earp doc holliday revenge tombstone arizona death of girlfriend 19th century ok corral
Klute,Thriller Mystery Crime,new york city prostitute cat obsession audio tape detective junkie pimp conspiracy psychologist whodunit missing person
Life as a House,Drama,california parent child relationship house cancer juvenile delinquent drugs divorce family fired from the job second chance ex-wife unemployment building a house father son relationship
F/X,Action Thriller,new york city assassin showdown corruption police detective fbi mission of murder witness protection stuntman mafia boss deception special effects gunfight disguise federal agent makeup artist manhunt justice department
The Deep End of the Ocean,Drama Mystery,kidnapping reunion
Seaspiracy,Documentary,pollution fishing ecology environmental destruction political corruption environmental change  fishing net environmental disaster political scandal environmental issues political documentary social & cultural documentary fishing vessel environmental catastrophe environmental perspectives environmental crisis environmental documentary deep sea fishing environmental collapse
Herbie Rides Again,Romance Comedy Family Fantasy,estate agent san francisco california shopping mall sequel urban development volkswagen beetle smart car volkswagon käfer the love bug
Two Sons of Francisco,Drama History Music,obsession peasant success rags to riches based on true story family relationships car accident death brazilian music
Once Were Warriors,Drama,individual suicide rape strong woman tattoo slum funeral alcohol tradition approved school  loss of loved one despair indigenous ghetto violent husband new zealand maori lack of prospects maori tradition teacher youth gang crush domestic violence rebellious youth alcohol abuse incest unemployment auckland
Silent House,Horror Mystery,supernatural remake beer bottle real time candelabra padlock woman director
Johnny Guitar,Drama Western Romance,saloon saloon owner
The Magic of Belle Isle,Drama Comedy,tenderness inspiration author family alcoholic typewriter neighborhood adult child friendship mother daughter relationship loss of wife
